mentions_eventtimedate,mentions_mentiontimedate,mentions_mentiontype,mentions_mentionidentifier,events_monthyear,events_sourceurl,events_nummentions,events_numsources,events_numarticles,events_eventcode,events_Actor1Name,events_Actor1CountryCode,events_Actor2Name,events_Actor2CountryCode
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,12,1,10,30,GOVERNMENT,,NURSE,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,10,ASSEMBLIES,,,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,51,,,NURSE,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,2,1,2,110,GOVERNMENT,,TEGUCIGALPA,HND
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,50,NURSE,,,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,50,NURSE,,,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,30,NURSE,,,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,2,1,2,110,NURSE,,TEGUCIGALPA,HND
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,30,NURSE,,,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://proceso.hn/actualidad/7-actualidad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,12,1,10,30,NURSE,,GOVERNMENT,
2.01805E+13,2.01805E+13,1,http://www.sonoticias.com.br/noticia/saude/sorriso-aguarda-mais-43-mil-doses-de-vacina-contra-a-influenza-e-dia-d-sera-na-proxima-semana,201805,http://www.kgns.tv/content/news/Las-Palmas-nature-clean-482309671.html,35,4,35,42,,,COMMUNITY,
2.01805E+13,2.01805E+13,1,http://www.sonoticias.com.br/noticia/saude/sorriso-aguarda-mais-43-mil-doses-de-vacina-contra-a-influenza-e-dia-d-sera-na-proxima-semana,201805,http://www.kgns.tv/content/news/Las-Palmas-nature-clean-482309671.html,35,4,35,43,COMMUNITY,,,
2.01805E+13,2.01805E+13,1,http://www.eldeber.com.bo/santacruz/Se-viene-la-epoca-helada-cuidado-con-los-resfrios-y-la-influenza-20180511-7081.html,201805,http://www.thebatavian.com/?page=1567,10,1,10,20,NURSE,,,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/actualidad/7-actualidad/numero-de-muertos-por-la-influenza-h1n1-en-honduras-sube-a-11.html,201805,http://www.proceso.hn/actualidad/7-actualidad/numero-de-muertos-por-la-influenza-h1n1-en-honduras-sube-a-11.html,20,1,20,20,AUTHORITIES,,POPULATION,
2.01805E+13,2.01805E+13,1,http://proceso.hn/actualidad/7-actualidad/numero-de-muertos-por-la-influenza-h1n1-en-honduras-sube-a-11.html,201805,http://www.proceso.hn/actualidad/7-actualidad/numero-de-muertos-por-la-influenza-h1n1-en-honduras-sube-a-11.html,20,1,20,20,AUTHORITIES,,POPULATION,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/numero-de-muertos-por-la-influenza-h1n1-en-honduras-sube-a-11.html,201805,http://www.proceso.hn/actualidad/7-actualidad/numero-de-muertos-por-la-influenza-h1n1-en-honduras-sube-a-11.html,20,1,20,20,AUTHORITIES,,POPULATION,
2.01805E+13,2.01805E+13,1,http://www.elheraldo.hn/inicio/1177031-465/llaman-a-hondure%F1os-a-vacunarse-en-centros-de-salud-contra-influenza-h1n1,201805,http://www.elheraldo.hn/inicio/1177031-465/llaman-a-hondure%F1os-a-vacunarse-en-centros-de-salud-contra-influenza-h1n1,10,1,10,20,POPULATION,,,
2.01805E+13,2.01805E+13,1,http://www.elheraldo.hn/pais/1177031-466/llaman-a-hondure%F1os-a-vacunarse-en-centros-de-salud-contra-influenza-h1n1,201805,http://www.elheraldo.hn/inicio/1177031-465/llaman-a-hondure%F1os-a-vacunarse-en-centros-de-salud-contra-influenza-h1n1,10,1,10,20,POPULATION,,,
2.01805E+13,2.01805E+13,1,http://correodelsur.com/politica/20180511_alerta-sanitaria-nacional-por-azote-de-la-influenza.html,201805,http://correodelsur.com/politica/20180511_alerta-sanitaria-nacional-por-azote-de-la-influenza.html,10,1,10,110,,,SAINT,
2.01805E+13,2.01805E+13,1,http://correodelsur.com/politica/20180511_alerta-sanitaria-nacional-por-azote-de-la-influenza.html,201805,http://correodelsur.com/politica/20180511_alerta-sanitaria-nacional-por-azote-de-la-influenza.html,10,1,10,20,MINISTRY,,,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,30,NURSE,,,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,50,,,NURSE,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,51,,,NURSE,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,30,,,NURSE,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,10,ASSEMBLIES,,,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,201805,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/enfermeras-y-gobierno-llegan-a-acuerdo-y-se-suman-a-campana-de-vacunacion-contra-la-influenza.html,10,1,10,50,NURSE,,,
2.01805E+13,2.01805E+13,1,http://www.prensa-latina.cu/index.php?o=rn&id=178015&SEO=crece-alarma-ante-aumento-de-muertes-por-influenza-en-honduras,201805,http://www.cubadebate.cu/noticias/2018/05/11/cuando-el-mar-en-zonas-de-cienfuegos-deja-de-ser-mar/,10,1,10,20,SCIENTIST,,,
2.01805E+13,2.01805E+13,1,http://www.prensa-latina.cu/index.php?o=rn&id=178015&SEO=crece-alarma-ante-aumento-de-muertes-por-influenza-en-honduras,201805,http://www.prensa-latina.cu/index.php?o=rn&id=178015&SEO=crece-alarma-ante-aumento-de-muertes-por-influenza-en-honduras,10,1,10,20,,,POPULATION,
2.01805E+13,2.01805E+13,1,http://www.faxaju.com.br/index.php/2018/05/11/infectologista-do-huse-alerta-sobre-cuidados-com-a-influenza/,201805,http://www.faxaju.com.br/index.php/2018/05/11/infectologista-do-huse-alerta-sobre-cuidados-com-a-influenza/,10,1,10,40,DOCTOR,,,
2.01805E+13,2.01805E+13,1,http://www.faxaju.com.br/index.php/2018/05/11/infectologista-do-huse-alerta-sobre-cuidados-com-a-influenza/,201805,http://www.faxaju.com.br/index.php/2018/05/11/infectologista-do-huse-alerta-sobre-cuidados-com-a-influenza/,10,1,10,40,,,DOCTOR,
2.01805E+13,2.01805E+13,1,https://www.biobiochile.cl/noticias/nacional/region-de-los-lagos/2018/05/12/chonchi-anuncian-horarios-especiales-de-vacunacion-contra-la-influenza.shtml,201805,http://kvgcradio.com/local-daily-headlines/7384-ccso-is-asking-for-the-public-s-help-in-catching-a-vandal,10,1,10,20,BANK,,,
2.01805E+13,2.01805E+13,1,https://www.eldeber.com.bo/santacruz/Se-viene-la-epoca-helada-cuidado-con-los-resfrios-y-la-influenza-20180511-7081.html,201805,http://www.chicagotribune.com/suburbs/oak-park/news/ct-oak-anthony-ambrose-tl-0517-story.html,10,1,10,20,HOSPITAL,,,
2.01805E+13,2.01805E+13,1,http://hoybolivia.com/Noticia.php?IdNoticia=264747&tit=hay_22_muertos_por_influenza_y_vacunan_solo_al_sector_vulnerable,201805,https://noticieros.televisa.com/ultimas-noticias/vaguada-provocara-lluvias-yucatan-campeche-y-q-roo/,10,1,10,20,SECRETARIAT,,POPULATION,
2.01805E+13,2.01805E+13,1,https://www.diariodoamapa.com.br/cadernos/cidades/governo-tera-posto-de-vacinacao-no-dia-d-de-combate-a-influenza/,201805,https://www.diariodoamapa.com.br/cadernos/cidades/governo-tera-posto-de-vacinacao-no-dia-d-de-combate-a-influenza/,20,1,10,190,GOVERNMENT,,,
2.01805E+13,2.01805E+13,1,http://hoybolivia.com/Noticia.php?IdNoticia=264701&tit=ministra_de_salud_niega_que_se_haya_declarado_alerta_epidemiologica_por_influenza_en_bolivia,201805,http://hoybolivia.com/Noticia.php?IdNoticia=264701&tit=ministra_de_salud_niega_que_se_haya_declarado_alerta_epidemiologica_por_influenza_en_bolivia,20,1,10,16,HEALTH MINIST,,BOLIVIA,BOL
2.01805E+13,2.01805E+13,1,http://radiofides.com/es/2018/05/12/analizan-declarar-alerta-epidemiologica-naciona-por-la-influenza/,201805,http://radiofides.com/es/2018/05/12/analizan-declarar-alerta-epidemiologica-naciona-por-la-influenza/,10,1,10,331,GOVERNMENT,,,
2.01805E+13,2.01805E+13,1,http://radiohrn.hn/2018/05/12/las-estadisticas-tragicas-del-brote-de-influenza-en-honduras-diez-personas-muertas/,201805,http://radiohrn.hn/2018/05/12/las-estadisticas-tragicas-del-brote-de-influenza-en-honduras-diez-personas-muertas/,10,1,10,40,DOCTOR,,,
2.01805E+13,2.01805E+13,1,http://radiohrn.hn/2018/05/12/las-estadisticas-tragicas-del-brote-de-influenza-en-honduras-diez-personas-muertas/,201805,http://radiohrn.hn/2018/05/12/las-estadisticas-tragicas-del-brote-de-influenza-en-honduras-diez-personas-muertas/,10,1,10,40,,,DOCTOR,
2.01805E+13,2.01805E+13,1,https://g1.globo.com/pi/piaui/noticia/vacina-esgota-durante-o-dia-d-de-vacinacao-contra-a-influenza-em-teresina.ghtml,201805,https://g1.globo.com/pi/piaui/noticia/vacina-esgota-durante-o-dia-d-de-vacinacao-contra-a-influenza-em-teresina.ghtml,10,1,10,110,,,MINIST OF HEALTH,
2.01805E+13,2.01805E+13,1,http://prensa-latina.cu/index.php?o=rn&id=178015&SEO=crece-alarma-ante-aumento-de-muertes-por-influenza-en-honduras,201805,http://prensa-latina.cu/index.php?o=rn&id=178015&SEO=crece-alarma-ante-aumento-de-muertes-por-influenza-en-honduras,10,1,10,20,,,POPULATION,
2.01805E+13,2.01805E+13,1,http://prensa-latina.cu/index.php?o=rn&id=178015&SEO=crece-alarma-ante-aumento-de-muertes-por-influenza-en-honduras,201805,http://prensa-latina.cu/index.php?o=rn&id=178015&SEO=crece-alarma-ante-aumento-de-muertes-por-influenza-en-honduras,10,1,10,20,,,POPULATION,
2.01805E+13,2.01805E+13,1,http://www.abriendobrecha.tv/colegio-medico-pide-cerrar-escuelas-evitar-influenza-h1n1-se-convierta-epidemia/,201805,http://www.abriendobrecha.tv/colegio-medico-pide-cerrar-escuelas-evitar-influenza-h1n1-se-convierta-epidemia/,10,1,10,1721,GOVERNMENT,,SCHOOL,
2.01805E+13,2.01805E+13,1,http://www.laprensa.hn/honduras/1177814-410/vacunas-ah1n1-muertos-honduras-influenza-salud-,201805,https://www.winnipegfreepress.com/local/integrity-commissioner-receives-22-complains-in-first-year-482494213.html,10,1,10,10,SCIENTIST,,,
2.01805E+13,2.01805E+13,1,http://www.laprensa.hn/inicio/1177814-417/vacunas-ah1n1-muertos-honduras-influenza-salud-,201805,https://www.winnipegfreepress.com/local/integrity-commissioner-receives-22-complains-in-first-year-482494213.html,10,1,10,10,SCIENTIST,,,
2.01805E+13,2.01805E+13,1,https://www.theland.com.au/story/4887970/its-10-years-since-equine-influenza-devastated-nsw-racing/?cs=4963,201805,https://www.theland.com.au/story/4887970/its-10-years-since-equine-influenza-devastated-nsw-racing/?cs=4963,5,1,5,114,INDUSTRY,,GOVERNMENT,
2.01805E+13,2.01805E+13,1,http://www.laprensa.hn/honduras/1177912-410/jornada_vacunacion-influenza-h1n1,201805,http://www.insidesources.com/dol-plan-expand-apprenticeship-programs/,2,1,2,20,UNITED STATES,USA,PRESIDENT,
2.01805E+13,2.01805E+13,1,http://www.laprensa.hn/inicio/1177912-417/jornada_vacunacion-influenza-h1n1,201805,http://www.insidesources.com/dol-plan-expand-apprenticeship-programs/,2,1,2,20,UNITED STATES,USA,PRESIDENT,
2.01805E+13,2.01805E+13,1,http://www.paginasiete.bo/sociedad/2018/5/14/influenza-el-virus-muta-se-aplacara-en-santa-cruz-atacara-en-el-altiplano-179891.html,201805,http://www.paginasiete.bo/sociedad/2018/5/14/influenza-el-virus-muta-se-aplacara-en-santa-cruz-atacara-en-el-altiplano-179891.html,10,1,10,70,CITIZEN,,,
2.01805E+13,2.01805E+13,1,http://www.paginasiete.bo/sociedad/2018/5/14/virus-de-la-influenza-muta-atacara-en-el-altiplano-segun-ops-179891.html,201805,http://www.paginasiete.bo/sociedad/2018/5/14/influenza-el-virus-muta-se-aplacara-en-santa-cruz-atacara-en-el-altiplano-179891.html,10,1,10,70,CITIZEN,,,
2.01805E+13,2.01805E+13,1,http://www.latribuna.hn/2018/05/14/inicia-la-jornada-vacunacion-la-influenza-h1n1/,201805,http://www.elesquiu.com/correoyopinion/2018/5/14/legalizar-el-aborto-es-vida-285687.html,10,1,10,42,CITIZEN,,,
2.01805E+13,2.01805E+13,1,http://www.latribuna.hn/2018/05/14/inicia-la-jornada-vacunacion-la-influenza-h1n1/,201805,http://www.elesquiu.com/correoyopinion/2018/5/14/legalizar-el-aborto-es-vida-285687.html,10,1,10,43,,,CITIZEN,
2.01805E+13,2.01805E+13,1,http://www.elheraldo.hn/pais/1177866-466/influenza-a-h1n1-recomiendan-suspender-clases-por-aumento-de-casos-en-honduras,201805,http://www.elheraldo.hn/pais/1177866-466/influenza-a-h1n1-recomiendan-suspender-clases-por-aumento-de-casos-en-honduras,10,1,10,1721,SCHOOL,,HONDURAS,HND
2.01805E+13,2.01805E+13,1,http://www.elheraldo.hn/inicio/1177866-465/influenza-a-h1n1-recomiendan-suspender-clases-por-aumento-de-casos-en-honduras,201805,http://www.elheraldo.hn/pais/1177866-466/influenza-a-h1n1-recomiendan-suspender-clases-por-aumento-de-casos-en-honduras,10,1,10,1721,SCHOOL,,HONDURAS,HND
2.01805E+13,2.01805E+13,1,http://www.laprensa.hn/honduras/1177912-410/jornada_vacunacion-influenza-h1n1,201805,http://www.laprensa.hn/honduras/1177912-410/jornada_vacunacion-influenza-h1n1,2,1,2,20,CITIZEN,,UNITED STATES,USA
2.01805E+13,2.01805E+13,1,http://www.laprensa.hn/inicio/1177912-417/jornada_vacunacion-influenza-h1n1,201805,http://www.laprensa.hn/honduras/1177912-410/jornada_vacunacion-influenza-h1n1,2,1,2,20,CITIZEN,,UNITED STATES,USA
2.01805E+13,2.01805E+13,1,http://proceso.hn/mas-noticias/32-m%C3%A1s-noticias/salud-reporta-150-casos-de-influenza-h1n1-en-el-pais.html,201805,http://proceso.hn/mas-noticias/32-m%C3%A1s-noticias/salud-reporta-150-casos-de-influenza-h1n1-en-el-pais.html,4,1,4,174,SAN PEDRO SULA,HND,,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/mas-noticias/32-m%C3%A1s-noticias/salud-reporta-150-casos-de-influenza-h1n1-en-el-pais.html,201805,http://proceso.hn/mas-noticias/32-m%C3%A1s-noticias/salud-reporta-150-casos-de-influenza-h1n1-en-el-pais.html,4,1,4,174,SAN PEDRO SULA,HND,,
2.01805E+13,2.01805E+13,1,http://www.faxaju.com.br/index.php/2018/05/14/sergipe-alcancou-47-de-cobertura-vacinal-contra-a-influenza/,201805,http://www.faxaju.com.br/index.php/2018/05/14/sergipe-alcancou-47-de-cobertura-vacinal-contra-a-influenza/,10,1,10,130,,,CITIZEN,
2.01805E+13,2.01805E+13,1,http://www.ntn24.com/america-latina/la-manana/bolivia/al-menos-22-personas-muertas-por-influenza-en-bolivia-88338,201805,http://www.diputados.bo/prensa/noticias/diputada-silva-el-proceso-de-cambio-desendeud%C3%B3-al-pa%C3%ADs-y-reactiv%C3%B3-la-econom%C3%ADa,10,1,10,100,,,PRESIDENT,
2.01805E+13,2.01805E+13,1,https://www.biobiochile.cl/noticias/nacional/region-de-los-rios/2018/05/15/los-rios-con-un-74-de-la-poblacion-objetiva-vacunada-termino-campana-contra-la-influenza.shtml,201805,https://diario.mx/noticias/mexico/estados/se-agudiza-conflicto-entre-indigenas-de-nahuatzen-michoacan/,10,1,10,120,COMMUNITY,,,
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/presidente-hernandez-pide-a-hondurenos-vacunarse-contra-la-influenza.html,201805,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/presidente-hernandez-pide-a-hondurenos-vacunarse-contra-la-influenza.html,6,1,6,20,PRESIDENT,,HONDURAN,HND
2.01805E+13,2.01805E+13,1,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/presidente-hernandez-pide-a-hondurenos-vacunarse-contra-la-influenza.html,201805,http://www.proceso.hn/salud-y-sociedad/5-salud-y-sociedad/presidente-hernandez-pide-a-hondurenos-vacunarse-contra-la-influenza.html,4,1,4,20,PRESIDENT,,HONDURAN,HND
2.01805E+13,2.01805E+13,1,https://landbrugsavisen.dk/efter-jysk-udbrud-af-fugleinfluenza-nu-lukker-flere-asiatiske-lande-dansk-fjerkr%C3%A6,201805,http://news.chosun.com/site/data/html_dir/2018/05/15/2018051501080.html,4,1,4,51,SOUTH KOREA,KOR,,
2.01805E+13,2.01805E+13,1,http://www.sercano.com/joh-llama-a-hondurenos-a-vacunarse-contra-la-influenza-h1n1/,201805,https://newsinfo.inquirer.net/990709/edgardo-j-angara-warned-of-strongman-rules-dangers,8,1,8,20,UNITED STATES,USA,AMBASSADOR,
2.01805E+13,2.01805E+13,1,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,201805,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,5,1,5,36,DOCTOR,,,
2.01805E+13,2.01805E+13,1,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,201805,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,5,1,5,36,,,DOCTOR,
2.01805E+13,2.01805E+13,1,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,201805,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,8,1,8,20,AUSTRALIAN,AUS,,
2.01805E+13,2.01805E+13,1,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,201805,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,2,1,2,20,AUSTRALIAN,AUS,AUSTRALIA,AUS
2.01805E+13,2.01805E+13,1,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,201805,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,10,1,10,112,DEPUTY,,CANBERRA,AUS
2.01805E+13,2.01805E+13,1,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,201805,https://thenewdaily.com.au/life/wellbeing/2018/05/15/flu-influenza-cold-difference/,10,1,10,110,DEPUTY,,,
2.01805E+13,2.01805E+13,1,http://www.lostiempos.com/actualidad/cochabamba/20180515/vacunaran-contra-influenza-300-centros-hospitales,201805,http://www.lostiempos.com/actualidad/opinion/20180515/columna/indigenas-estaran-poder-toda-vida,58,1,58,90,COCHABAMBA,BOL,ENTREPRENEUR,
